head,relation,tail,verdict_qwen,verdict_gpt
icmp,provides,information,yes,yes
icmp,enables,network,no,yes
icmp,provides,control message,yes,yes
icmp,enables,message,no,yes
ip datagram,contains,ip data,yes,yes
ip datagram,contains,ic message,yes,no
ip datagram,contains,transport protocol,yes,yes
ip datagram,contains,ip field,yes,yes
ip datagram,contains,ip protocol number,yes,yes
ip datagram,contains,segment,yes,yes
icmp source quench message,enables,congestion controller,,yes
icmp source quench message,enables,packet control,,yes
icmp,enables,information,no,yes
icmp,provides,information service,yes,yes
icmp,provides,notification message,yes,yes
network layer,has_part,packet header,yes,yes
sdn,supports,security checks,yes,yes
icmp,provides,packet header,no,yes
sdn,supports,service management,yes,yes
sdn,supports,control plane,yes,yes
managing server,receives,network data,yes,yes
sdn,supports,data plane,yes,yes
managing server,receives,control data,yes,yes
managing server,receives,service data,yes,yes
sdn,implements,service,yes,no
managing server,communicates_with,client,yes,yes
managed device,sends,network data,yes,yes
managing server,communicates_with,device,yes,yes
managing server,communicates_with,application,yes,yes
managing server,communicates_with,control system,,yes
managing server,sends,control data,yes,yes
managing server,sends,network data,,yes
managing server,sends,data,yes,yes
managed device,sends,user data,yes,yes
managed device,sends,its management,,yes
managed device,receives,network data,yes,yes
managed device,receives,data,yes,yes
host,communicates_with,remote device,yes,yes
managed device,receives,software,yes,yes
managed device,receives,control,yes,yes
managed device,receives,remote control,yes,yes
switch,communicates_with,network device,yes,yes
router,provides,network access,yes,yes
managing server,communicates_with,remote device,yes,yes
managing server,communicates_with,agent,yes,yes
ospf,supports,information,no,yes
managing server,communicates_with,network agent,yes,yes
managing server,receives,remote data,yes,yes
managing server,receives,client message,yes,yes
managing server,receives,control message,yes,yes
managing server,receives,device data,yes,yes
managing server,sends,system message,yes,yes
managing server,sends,device data,no,yes
managing server,sends,interface data,yes,yes
network management protocol,connects_to,network device,yes,yes
managing server,sends,network message,yes,yes
network management protocol,connects_to,management system,yes,yes
snmp,runs_on,device,yes,yes
netconf,enables,network management,yes,yes
netconf,enables,network control,yes,yes
netconf,enables,device management,yes,yes
netconf,enables,congestion control,,yes
netconf,requires,security checks,yes,yes
netconf,requires,data control,yes,no
netconf,supports,network management,yes,yes
netconf,supports,device management,yes,yes
netconf,supports,device control,yes,yes
netconf,supports,network security,yes,yes
netconf,supports,service management,yes,yes
snmpv3,operates_at,control plane,yes,no
netconf,enables,device control,yes,yes
netconf,provides,management,yes,yes
netconf,enables,application service,,yes
netconf,supports,data security,yes,yes
netconf,provides,data transfer,no,yes
netconf,provides,control service,yes,yes
managing server,receives,reply,yes,yes
netconf,supports,application service,no,yes
netconf,requires,multiple protocols,yes,yes
netconf,supports,ip sub network,,yes
netconf,requires,protocol,no,yes
netconf,requires,data,no,yes
managing server,communicates_with,network device,yes,yes
managing server,receives,ip data,yes,yes
netconf,enables,remote configuration,yes,yes
netconf,enables,server control,yes,yes
tcp,provides,data management,no,yes
netconf,provides,device management,yes,yes
netconf,enables,data service,no,yes
netconf,provides,protocol service,yes,yes
netconf,provides,control message,,yes
netconf,provides,error detection,yes,yes
netconf,requires,message,yes,yes
netconf,requires,device,yes,yes
netconf,supports,network service,yes,yes
managing server,receives,message,yes,yes
netconf,supports,message control,yes,no
managing server,receives,connection,yes,yes
client,receives,network message,yes,yes
managing server,sends,data to device,yes,no
netconf,enables,device notification,yes,yes
netconf,enables,server messages,yes,yes
netconf,provides,service,yes,yes
netconf,provides,device notification,yes,yes
netconf,supports,device,yes,yes
netconf,enables,protocol control,yes,yes
netconf,supports,message,yes,yes
netconf,supports,data,no,yes
netconf,enables,configuration,yes,yes
netconf,supports,security,yes,yes
snmp,runs_on,server,yes,yes
netconf,requires,server service,yes,yes
netconf,enables,management,yes,yes
snmp,runs_on,network controller,yes,no
snmp,runs_on,protocol,no,yes
netconf,enables,network configuration,yes,yes
netconf,enables,policy,yes,yes
netconf,provides,control protocol,no,yes
netconf,provides,security checks,yes,yes
netconf,requires,data and protocol,yes,no
netconf,supports,device and service,yes,no
netconf,supports,security and control,,yes
netconf,supports,data and message,yes,no
netconf,enables,service architecture,,yes
netconf,enables,protocol message,no,yes
netconf,requires,network,yes,yes
netconf,supports,service,yes,yes
netconf,supports,network,no,yes
netconf,provides,management service,yes,yes
netconf,provides,device data,yes,yes
netconf,requires,service,,yes
netconf,supports,network layer,yes,yes
netconf,requires,header,,yes
router,has_part,routing control,yes,yes
router,has_part,traffic control,no,yes
router,has_part,control protocol,,yes
router,implements,routing protocol,yes,yes
router,implements,network - layer control,yes,yes
router,provides,routing control,,yes
router,provides,gateway,yes,yes
router,provides,network layer,yes,yes
router,receives,routing and control,no,yes
sdn,supports,routing,yes,yes
router,sends,routing control,yes,yes
sdn,supports,controller,,yes
ospf,implements,control layer,yes,no
ospf,is_a,internet routing protocol,,yes
ospf,runs_on,network controller,yes,no
ospf,provides,control information,yes,yes
bgp,enables,path,,yes
bgp,has_part,ip route,no,yes
sdn,implements,ip routing,yes,yes
sdn,implements,traffic forward,yes,yes
sdn controller,communicates_with,application layer,,yes
bgp,runs_on,sd controller,no,yes
sdn,supports,congestion management,yes,yes
sdn controller,communicates_with,http server,no,yes
sdn controller,enables,application protocol,yes,no
sdn controller,enables,remote management,yes,yes
sdn,supports,routing protocol,yes,yes
sdn controller,provides,control service,yes,yes
sdn controller,part_of,sd network,yes,yes
icmp,enables,control messages,yes,yes
snmp,runs_on,ip protocol,yes,yes
snmp,runs_on,network protocol,yes,
snmp,runs_on,application server,yes,no
netconf,provides,network management,yes,yes
snmp,runs_on,control layer,yes,no
netconf,requires,control service,,yes
netconf,requires,ip header,,yes
netconf,requires,network protocol,,yes
netconf,supports,device layer,yes,yes
netconf,supports,sd control,,yes
ospf,provides,packet routing,yes,yes
ospf,is_a,routing,yes,yes
ospf,provides,network service,,yes
ospf,supports,information function,yes,no
ospf,provides,information flow,yes,yes
bgp,requires,route algorithm,yes,yes
distance vector,contains,minimum cost,yes,yes
distance vector,contains,routing data,yes,yes
bgp,requires,path,yes,yes
bgp,requires,algorithm,,yes
bgp,implements,path routing algorithm,yes,yes
bgp,implements,data routing,yes,yes
rip,implements,ip routing,yes,yes
ospf,is_a,link routing,yes,no
rip,implements,route calculation,yes,yes
forwarding table,contains,cost vector,,yes
bgp,requires,path information,yes,yes
snmp,operates_at,application,yes,yes
bgp,enables,path information,no,yes
bgp,implements,path algorithm,yes,yes
bgp,implements,traffic avoidance,yes,no
bgp,requires,network routing,no,yes
snmp,runs_on,ud transport,yes,yes
icmp,provides,error detection,yes,no
icmp,provides,service management,yes,no
icmp,provides,packet control,yes,yes
ping,receives,message,yes,yes
ping,receives,data,yes,yes
ping,sends,request,yes,yes
ping,sends,message,yes,yes
ping,sends,client request,,yes
icmp,enables,request message,no,yes
icmp,provides,control messages,yes,yes
icmp,provides,service,yes,yes
link layer,has_part,link protocol,yes,yes
link layer,provides,data service,yes,yes
link layer,provides,packet transfer,,yes
switch,connects_to,link interface,no,yes
switch,connects_to,switching channel,yes,no
switch,implements,packet switching,yes,yes
switch,receives,network packet,yes,yes
switch,implements,ethernet switching,yes,yes
switch,implements,link layer,yes,yes
switch,supports,ethernet frame,yes,yes
switch,supports,broadcast channel,yes,yes
switch,supports,network protocol,yes,yes
router,implements,packet routing,yes,yes
router,connects_to,link connection,yes,yes
switch,supports,packet header,no,yes
router,implements,network layer,yes,yes
medium access protocol,enables,data transfer,yes,yes
medium access protocol,enables,wireless network,yes,yes
medium access protocol,enables,broadcast transmission,yes,yes
medium access protocol,enables,multiple communication channel,yes,no
ethernet,implements,broadcast communication,yes,yes
ethernet,implements,switching protocol,yes,no
ethernet,operates_at,lan,no,yes
ethernet,provides,network efficiency,yes,yes
node,receives,wireless transmission,yes,yes
ethernet,provides,bandwidth,yes,yes
ethernet,supports,link layer,no,yes
ethernet,provides,switching,yes,no
ethernet,supports,broadcast,yes,yes
ethernet,supports,cable,yes,yes
ethernet,supports,data network,yes,yes
router,provides,routing,yes,yes
ethernet,supports,lan,yes,yes
router,requires,link,yes,yes
link,connects_to,network segment,yes,yes
link,connects_to,station,yes,yes
link,connects_to,segment,,yes
ethernet,implements,data transmission,yes,yes
frame,contains,mac protocol,,yes
ethernet,has_part,data packet,no,yes
ethernet,supports,frame transmission,yes,yes
ethernet,supports,broadcast mode,yes,yes
ethernet,provides,frame error detection,yes,yes
ethernet,supports,data link,,yes
ethernet,supports,network protocol,yes,yes
link layer,has_part,protocol,yes,yes
ethernet,provides,packet transmission,yes,yes
link layer,has_part,control protocol,,yes
network adapter,implements,protocol,yes,yes
link layer,has_part,data transmission,no,yes
network adapter,implements,error checks,yes,yes
network adapter,implements,link layer,yes,yes
network adapter,implements,frame,,yes
single parity bit,enables,error checks,yes,yes
even parity scheme,provides,error checks,yes,yes
even parity scheme,provides,field,yes,yes
forward error correction,provides,error detection and correction,yes,yes
forward error correction,provides,error detection,no,yes
forward error correction,provides,packet error correction,yes,yes
forward error correction,supports,error detection,yes,yes
forward error correction,provides,bit error correction,yes,yes
forward error correction,supports,error correction,yes,yes
forward error correction,supports,error checks,,yes
forward error correction,supports,packet transmission,no,yes
tcp,requires,data bytes,yes,yes
forward error correction,supports,receiver detection,,yes
tcp,requires,window number,yes,yes
udp,contains,data,,yes
ip,requires,header bits,yes,yes
udp,contains,segment header,yes,no
ip,requires,data bytes,,yes
ip,requires,packet fields,yes,yes
cyclic redundancy check,operates_at,data link layer,yes,yes
cyclic redundancy check,provides,error checks,yes,yes
cyclic redundancy check,requires,calculation,yes,yes
cyclic redundancy check,requires,header calculation,,yes
cyclic redundancy check,supports,header checks,yes,yes
cyclic redundancy check,supports,error checks,yes,yes
cyclic redundancy check,supports,data checks,no,yes
tcp,requires,checks,yes,no
tcp,requires,calculation,yes,no
udp,contains,bit,no,yes
link layer,provides,packet service,yes,no
link layer,provides,control,yes,
link layer,has_part,error control,yes,yes
cyclic redundancy check,provides,error control,yes,yes
cyclic redundancy check,operates_at,link,yes,yes
cyclic redundancy check,provides,packet error detection,no,yes
cyclic redundancy check,operates_at,link control,,yes
cyclic redundancy check,supports,error control,yes,yes
cyclic redundancy check,operates_at,data link,yes,yes
cyclic redundancy check,supports,network protocol,,yes
cyclic redundancy check,requires,algorithm,yes,yes
cyclic redundancy check,provides,checks calculation,yes,no
crc,requires,calculation,yes,yes
crc,requires,algorithm,yes,no
crc,requires,data,yes,yes
crc,requires,bit,yes,yes
